,KBtuh_Heating,KBTUh_Cooling,OA_Temp
2021-03-27 17:00:00-05:00,11468.5428,2125.3239,53.56
2021-03-27 17:15:00-05:00,12046.47628,2108.577013,53.56
2021-03-27 17:30:00-05:00,11814.64876,2140.102213,52.92
2021-03-27 17:45:00-05:00,11636.92685,3716.730307,52.92
2021-03-27 18:00:00-05:00,11603.96575,4171.79727,51.58
2021-03-27 18:15:00-05:00,12581.61154,5160.578863,50.47
2021-03-27 18:45:00-05:00,11921.06523,5628.52422,48.96
2021-03-27 20:45:00-05:00,12521.55223,6445.983915,48.29
2021-03-27 21:00:00-05:00,12954.1064,6468.385372,47.64
2021-03-27 22:15:00-05:00,12231.89319,7446.18969,46.76
2021-03-27 22:30:00-05:00,12929.64185,8257.751721,46.11
2021-03-27 23:15:00-05:00,12079.3456,8607.974625,46.11
2021-03-27 23:30:00-05:00,13090.37033,8670.254659,45.45
2021-03-27 23:45:00-05:00,12998.64,8623.194041,45.45
2021-03-28 00:00:00-05:00,14012.41142,7605.135495,44.78
2021-03-28 00:30:00-05:00,12523.92913,4755.066963,44.78
2021-03-28 00:45:00-05:00,13245.88284,7647.091233,44.1
2021-03-28 01:45:00-05:00,13869.23302,5944.594574,44.1
2021-03-28 02:00:00-05:00,14016.72552,6038.719814,43.21
2021-03-28 04:00:00-05:00,13984.00601,5066.24976,42.53
2021-03-28 05:30:00-05:00,14468.92088,5062.119258,43.21
2021-03-28 05:45:00-05:00,14583.93782,5048.089644,43.88
2021-03-28 07:45:00-05:00,14203.01323,5126.525142,43.88
2021-03-28 08:00:00-05:00,14462.4417,5153.774124,44.78
2021-03-28 09:30:00-05:00,14541.60398,7000.62102,44.78
2021-03-28 09:45:00-05:00,15379.83844,7134.036817,45.45
2021-03-28 10:00:00-05:00,15119.55107,6683.623875,46.11
2021-03-28 11:00:00-05:00,14243.06334,7044.711064,47.21
2021-03-28 11:45:00-05:00,13772.52446,7478.651489,47.86
2021-03-28 12:00:00-05:00,13790.29332,7994.206453,47.86
2021-03-28 12:15:00-05:00,14352.80567,7930.16406,48.52
2021-03-28 12:45:00-05:00,13736.86921,6447.860415,47.64
2021-03-28 13:15:00-05:00,13808.76418,6390.326925,47.64
2021-03-28 14:00:00-05:00,13094.44303,5515.354857,46.99
2021-03-28 14:15:00-05:00,14258.33365,5097.206906,46.11
2021-03-28 14:30:00-05:00,14684.85745,4616.637608,46.11
2021-03-28 14:45:00-05:00,14317.89736,4543.19415,46.76
2021-03-28 15:30:00-05:00,13982.33908,5446.932963,46.76
2021-03-28 16:45:00-05:00,14055.56446,4012.542168,51.58
2021-03-28 17:00:00-05:00,13143.60653,4731.7824,53.56
2021-03-28 17:45:00-05:00,12971.95026,3320.688627,54.68
2021-03-28 18:00:00-05:00,12905.83917,4402.28211,56.05
2021-03-28 20:00:00-05:00,11729.01211,4619.365138,56.05
2021-03-28 21:45:00-05:00,11742.40441,6938.89648,54.68
2021-03-28 22:00:00-05:00,12059.78251,7000.37062,52.23
2021-03-28 22:15:00-05:00,11571.56485,6988.29827,50.9
2021-03-28 22:30:00-05:00,12646.29995,7433.29188,50.9
2021-03-28 22:45:00-05:00,12283.74314,7845.37108,49.82
2021-03-28 23:45:00-05:00,12059.37259,8765.420431,49.17
2021-03-29 02:15:00-05:00,12318.98296,7044.711064,48.52
2021-03-29 02:30:00-05:00,13437.08182,6981.397954,49.17
2021-03-29 03:00:00-05:00,12382.20144,7039.067152,49.17
2021-03-29 03:15:00-05:00,12556.61126,6542.188317,48.52
2021-03-29 03:30:00-05:00,13105.43862,9818.29836,47.86
2021-03-29 03:45:00-05:00,12572.57402,7822.584315,46.99
2021-03-29 04:00:00-05:00,13400.87633,7391.844599,46.99
2021-03-29 04:15:00-05:00,13547.18584,6994.965049,45.45
2021-03-29 04:30:00-05:00,13425.72199,6981.397954,45.45
2021-03-29 04:45:00-05:00,14272.92571,6547.457529,44.55
2021-03-29 05:00:00-05:00,13970.14894,6501.014154,44.55
2021-03-29 05:15:00-05:00,14190.00193,6547.457529,43.66
2021-03-29 07:30:00-05:00,16178.04974,6547.457529,43.66
2021-03-29 07:45:00-05:00,16684.90425,6524.241471,44.55
2021-03-29 08:45:00-05:00,14536.65903,6642.460971,44.55
2021-03-29 09:00:00-05:00,15370.1599,6994.965049,46.11
2021-03-29 09:15:00-05:00,15654.6352,5635.868991,47.21
2021-03-29 09:30:00-05:00,15273.21856,5812.914214,49.17
2021-03-29 11:00:00-05:00,15289.8427,7403.420602,53.78
2021-03-29 11:15:00-05:00,14715.03792,8229.385846,54.68
2021-03-29 11:30:00-05:00,14577.19213,12115.73484,75
2021-03-29 12:30:00-05:00,13342.94582,14115.70854,53.78
2021-03-29 12:45:00-05:00,13621.30318,12719.06712,53.78
2021-03-29 13:45:00-05:00,14278.2265,15931.96739,52.45
2021-03-29 14:00:00-05:00,14432.31502,16186.09693,54.46
2021-03-29 15:00:00-05:00,13194.71659,12479.41265,60.22
2021-03-29 15:15:00-05:00,12914.04017,13650.56112,60.22
2021-03-29 15:30:00-05:00,14112.95899,13650.56112,56.52
2021-03-29 15:45:00-05:00,13403.80257,11613.98031,52.66
2021-03-29 18:15:00-05:00,13687.59572,8360.221881,51.37
2021-03-29 18:30:00-05:00,14174.66141,8075.846713,50.68
2021-03-29 18:45:00-05:00,13346.43661,8097.566625,50.04
2021-03-29 19:15:00-05:00,13295.92964,8085.727061,49.39
2021-03-29 19:45:00-05:00,13711.39485,8097.566625,49.39
2021-03-29 20:00:00-05:00,13949.10356,7029.650575,48.74
2021-03-29 21:00:00-05:00,13934.48007,6677.07519,47.21
2021-03-29 22:00:00-05:00,13469.15921,5924.916594,45.66
2021-03-29 22:15:00-05:00,14069.16383,5932.215379,45.66
2021-03-29 23:45:00-05:00,13594.50751,5916.154941,44.33
2021-03-30 00:00:00-05:00,14117.20088,5627.021018,43.66
2021-03-30 00:30:00-05:00,15585.24073,5908.871719,43.66
2021-03-30 00:45:00-05:00,14478.09732,5916.154941,42.98
2021-03-30 01:00:00-05:00,14320.47162,5596.567425,42.98
2021-03-30 01:15:00-05:00,15783.84648,5588.271293,42.08
2021-03-30 01:30:00-05:00,15643.13841,5604.878318,42.08
2021-03-30 01:45:00-05:00,15068.30581,5868.020314,41.4
2021-03-30 02:15:00-05:00,15882.67463,5588.271293,41.4
2021-03-30 02:30:00-05:00,15393.21498,5357.883681,40.71
2021-03-30 02:45:00-05:00,14990.56787,5342.008491,40.71
2021-03-30 03:00:00-05:00,16227.73751,5053.89028,40.01
2021-03-30 03:30:00-05:00,15544.44291,5032.67312,40.01
2021-03-30 03:45:00-05:00,15987.7794,5032.67312,39.09
2021-03-30 04:30:00-05:00,16198.81419,5604.878318,39.09
2021-03-30 04:45:00-05:00,15996.02879,5573.037116,38.16
2021-03-30 06:45:00-05:00,17490.84389,1467.423,38.16
2021-03-30 07:00:00-05:00,17272.75546,5501.71035,38.86
2021-03-30 07:15:00-05:00,16798.77027,7756.371937,38.86
2021-03-30 08:15:00-05:00,17404.94172,5262.28166,40.48
2021-03-30 08:30:00-05:00,17435.78198,6243.241501,41.61
2021-03-30 09:00:00-05:00,17558.18532,5861.234539,44.78
2021-03-30 09:15:00-05:00,15617.64788,5780.845279,47.86
2021-03-30 09:45:00-05:00,16164.77598,5780.845279,56.3
2021-03-30 10:00:00-05:00,15672.53951,6857.471892,58.82
2021-03-30 10:45:00-05:00,15228.02498,8138.90592,59.32
2021-03-30 11:00:00-05:00,14661.24522,7210.216763,60.48
2021-03-30 11:15:00-05:00,14971.62748,6896.526711,61.41
2021-03-30 11:30:00-05:00,14453.29119,6925.401192,61.41
2021-03-30 11:45:00-05:00,14515.1016,6830.300172,59.76
2021-03-30 13:30:00-05:00,13108.68236,7181.844083,59.76
2021-03-30 13:45:00-05:00,12359.57811,7181.844083,58.6
2021-03-30 14:30:00-05:00,12038.71908,7160.564573,60.94
2021-03-30 14:45:00-05:00,12730.11895,6896.526711,60.94
2021-03-30 15:15:00-05:00,12805.8673,6877.850682,61.41
2021-03-30 15:30:00-05:00,12897.13586,7250.997761,58.39
2021-03-30 15:45:00-05:00,12468.75178,6867.65223,56.52
2021-03-30 16:00:00-05:00,12591.7481,7231.496273,56.52
2021-03-30 16:15:00-05:00,11998.48557,6896.526711,55.62
2021-03-30 17:00:00-05:00,12775.50123,7201.345571,55.62
2021-03-30 17:15:00-05:00,12390.68668,7190.696359,54.93
2021-03-30 17:45:00-05:00,11206.78176,8195.65128,54.93
2021-03-30 18:00:00-05:00,12354.59337,6877.850682,53.78
2021-03-30 18:15:00-05:00,12562.98,6877.850682,53.13
2021-03-30 18:30:00-05:00,11958.2451,6857.471892,53.13
2021-03-30 18:45:00-05:00,12348.3105,7181.844083,52.02
2021-03-30 19:00:00-05:00,12330.36756,7181.844083,52.02
2021-03-30 19:15:00-05:00,12100.90033,8183.502369,51.37
2021-03-30 19:30:00-05:00,12914.04017,6857.471892,51.37
2021-03-30 19:45:00-05:00,12181.41759,8195.65128,50.25
2021-03-30 21:00:00-05:00,13625.26245,6743.676729,49.39
2021-03-30 21:15:00-05:00,12514.91668,6838.777749,48.52
2021-03-31 00:15:00-05:00,12425.16298,6491.062499,47.21
2021-03-31 00:30:00-05:00,13394.7643,6791.227239,46.54
2021-03-31 02:00:00-05:00,13055.21097,6500.810191,47.43
2021-03-31 05:00:00-05:00,11850.39384,5395.601531,48.07
2021-03-31 05:15:00-05:00,12290.66893,5417.368931,48.96
2021-03-31 05:45:00-05:00,12524.72327,5716.258251,48.96
2021-03-31 06:00:00-05:00,14036.08099,6772.55121,49.82
2021-03-31 06:45:00-05:00,12728.77068,6820.10172,49.82
2021-03-31 07:00:00-05:00,12265.30115,6820.10172,50.68
2021-03-31 07:15:00-05:00,12473.72761,6867.65223,50.68
2021-03-31 07:30:00-05:00,12408.51993,7151.693381,51.58
2021-03-31 07:45:00-05:00,13603.97048,7132.191893,52.45
2021-03-31 08:00:00-05:00,12778.99327,7141.044169,53.13
2021-03-31 08:30:00-05:00,13131.76171,7190.696359,54.68
2021-03-31 10:00:00-05:00,12717.74666,7339.652929,62.13
2021-03-31 10:15:00-05:00,12355.04634,7290.000739,62.13
2021-03-31 11:30:00-05:00,12082.00453,7210.216763,66.45
2021-03-31 16:00:00-05:00,10609.99506,8520.116895,64.54
2021-03-31 16:15:00-05:00,11608.9051,8507.805504,64.54
2021-03-31 16:30:00-05:00,10830.71269,8507.805504,63.82
2021-03-31 17:15:00-05:00,10686.17285,7456.49773,62.38
2021-03-31 17:30:00-05:00,11053.64785,7447.52836,62.38
2021-03-31 18:00:00-05:00,11060.68467,7386.42932,61.66
2021-03-31 18:15:00-05:00,10622.50946,7375.65841,60.73
2021-03-31 18:30:00-05:00,11124.88079,7366.669875,60.73
2021-03-31 18:45:00-05:00,11113.6302,7327.150985,60.22
2021-03-31 19:00:00-05:00,11146.55652,7366.669875,60.22
2021-03-31 19:15:00-05:00,10977.55903,3223.615431,59.54
2021-03-31 21:00:00-05:00,11630.0424,7029.650575,58.14
2021-03-31 21:15:00-05:00,11080.70388,7000.39564,57.45
2021-03-31 21:45:00-05:00,11581.69315,6933.236005,57.45
2021-03-31 22:00:00-05:00,10192.8916,6972.84862,56.77
2021-03-31 22:30:00-05:00,12082.00453,7000.39564,56.77
2021-03-31 22:45:00-05:00,11241.9848,7305.59,55.15
2021-03-31 23:45:00-05:00,11512.86313,6991.782605,55.15
2021-04-01 01:45:00-05:00,11208.35792,6981.44329,56.52
2021-04-01 02:00:00-05:00,10883.02456,6991.782605,54.68
2021-04-01 03:30:00-05:00,10289.99366,5916.154941,52.45
2021-04-01 04:15:00-05:00,10998.81467,7010.71659,52.45
2021-04-01 05:00:00-05:00,10954.46857,7000.39564,53.78
2021-04-01 05:15:00-05:00,11244.28584,5949.723124,53.13
2021-04-01 05:45:00-05:00,12191.3073,6972.84862,53.13
2021-04-01 06:00:00-05:00,12321.86001,6972.84862,54.03
2021-04-01 06:15:00-05:00,12654.15298,7000.39564,51.12
2021-04-01 06:30:00-05:00,13357.82252,6991.782605,48.96
2021-04-01 07:15:00-05:00,13240.15806,5611.786841,45.45
2021-04-01 07:30:00-05:00,13578.64343,5884.065189,45.45
2021-04-01 07:45:00-05:00,14367.47179,5290.40354,44.33
2021-04-01 11:45:00-05:00,14462.70021,4515.104646,44.78
2021-04-01 12:30:00-05:00,15061.8463,5588.271293,45.66
2021-04-01 12:45:00-05:00,15108.28957,5588.271293,47.21
2021-04-01 13:00:00-05:00,15395.0554,5581.348009,47.21
2021-04-01 13:15:00-05:00,14039.78025,5581.348009,47.86
2021-04-01 13:30:00-05:00,14865.31575,5588.271293,48.52
2021-04-01 13:45:00-05:00,14525.58718,5620.097734,48.52
2021-04-01 14:30:00-05:00,14466.72093,7010.71659,50.68
2021-04-01 14:45:00-05:00,14041.22725,6952.188355,49.82
2021-04-01 15:15:00-05:00,14041.22725,5604.878318,48.52
2021-04-01 15:45:00-05:00,14624.23764,5588.271293,48.52
2021-04-01 16:00:00-05:00,13960.23661,5581.348009,47.43
2021-04-01 16:30:00-05:00,13425.72199,5534.287391,46.76
2021-04-01 16:45:00-05:00,13912.491,5868.020314,46.76
2021-04-01 17:00:00-05:00,14654.91096,5573.037116,46.11
2021-04-01 17:30:00-05:00,14454.99901,5891.363974,45.45
2021-04-01 17:45:00-05:00,15191.09962,6622.749615,45.45
2021-04-01 18:00:00-05:00,14796.42828,5916.154941,44.55
2021-04-01 18:15:00-05:00,14693.07747,6640.85814,43.21
2021-04-01 18:30:00-05:00,15722.63655,6686.963745,42.53
2021-04-01 19:30:00-05:00,15506.91071,5588.271293,42.53
2021-04-01 19:45:00-05:00,16283.19589,5566.128593,41.16
2021-04-01 20:00:00-05:00,15664.21516,5588.271293,41.16
2021-04-01 21:00:00-05:00,15855.42255,5588.271293,39.78
2021-04-01 21:15:00-05:00,16708.29925,5588.271293,39.09
2021-04-01 21:30:00-05:00,16439.74328,5604.878318,39.09
2021-04-01 22:45:00-05:00,17041.76652,5588.271293,37.45
2021-04-02 01:15:00-05:00,17696.65436,5573.037116,36.01
2021-04-02 01:45:00-05:00,18313.94875,5573.037116,36.01
2021-04-02 03:00:00-05:00,18307.86944,5327.44565,34.57
2021-04-02 03:15:00-05:00,19124.4168,5557.8177,33.85
2021-04-02 03:45:00-05:00,18460.76666,5549.521568,33.85
2021-04-02 04:00:00-05:00,19484.40987,5357.883681,33.12
2021-04-02 04:30:00-05:00,19331.47782,5335.3903,33.12
2021-04-02 04:45:00-05:00,19285.20263,5320.841571,32.13
2021-04-02 05:30:00-05:00,19997.82657,5320.841571,32.13
2021-04-02 05:45:00-05:00,18296.54454,5335.3903,30.9
2021-04-02 07:30:00-05:00,20306.97019,6612.86106,30.4
2021-04-02 07:45:00-05:00,20058.23286,6714.960825,30.9
2021-04-02 08:30:00-05:00,20539.33118,6556.884465,30.9
2021-04-02 08:45:00-05:00,20524.34275,6333.064602,32.38
2021-04-02 09:15:00-05:00,20856.88992,6520.64985,36.5
2021-04-02 09:30:00-05:00,20038.48637,6530.538405,39.33
2021-04-02 10:30:00-05:00,20546.52068,6885.02872,41.85
2021-04-02 10:45:00-05:00,21117.91723,6836.821435,43.43
2021-04-02 11:45:00-05:00,22471.97591,6510.77886,45.45
2021-04-02 12:00:00-05:00,22042.22619,5495.537666,45.45
2021-04-02 12:15:00-05:00,19558.87975,6538.758375,44.33
2021-04-02 12:30:00-05:00,21817.34342,6576.64401,44.33
2021-04-02 12:45:00-05:00,21701.3485,6566.755455,45
2021-04-02 13:15:00-05:00,17528.46997,6548.64693,45
2021-04-02 13:30:00-05:00,18028.55782,6538.758375,44.33
2021-04-02 13:45:00-05:00,17160.10581,6566.755455,43.66
2021-04-02 14:00:00-05:00,16959.1148,6576.64401,43.66
2021-04-02 14:15:00-05:00,17520.28412,7943.525891,49.17
2021-04-02 14:30:00-05:00,17188.0552,7909.945348,49.17
2021-04-02 14:45:00-05:00,17364.93339,6885.02872,46.11
2021-04-02 15:00:00-05:00,17736.66359,6510.77886,43.88
2021-04-02 15:15:00-05:00,17477.3502,6538.758375,42.98
2021-04-02 15:30:00-05:00,17909.84342,6548.64693,41.85
2021-04-02 16:30:00-05:00,17245.96975,6538.758375,41.85
2021-04-02 16:45:00-05:00,17014.74391,6548.64693,40.93
2021-04-02 17:00:00-05:00,16566.41374,5534.287391,40.01
2021-04-02 17:30:00-05:00,16739.09737,5488.629143,40.01
2021-04-02 17:45:00-05:00,17196.82686,5495.537666,38.39
2021-04-02 18:15:00-05:00,17810.95347,5472.022118,38.39
2021-04-02 18:30:00-05:00,17459.24348,5519.067975,37.69
2021-04-02 19:15:00-05:00,17682.80969,5503.848559,36.97
2021-04-02 19:30:00-05:00,20402.96522,5527.378868,36.27
2021-04-02 20:00:00-05:00,20459.49376,5238.8127,36.27
2021-04-02 21:30:00-05:00,11877.00201,5488.629143,34.83
2021-04-02 21:45:00-05:00,22652.92625,5253.36143,34.83
2021-04-02 22:00:00-05:00,23804.82233,5465.098834,34.09
2021-04-02 23:30:00-05:00,22053.7569,5503.848559,34.09
2021-04-02 23:45:00-05:00,22373.62419,5472.022118,34.83
2021-04-03 00:30:00-05:00,21264.58597,5253.36143,34.09
2021-04-03 04:45:00-05:00,19511.89204,5488.629143,34.09
2021-04-03 05:00:00-05:00,18972.13097,5261.30608,33.37
2021-04-03 07:30:00-05:00,20886.21592,5261.30608,33.37
2021-04-03 07:45:00-05:00,20476.44331,5503.848559,34.57
2021-04-03 08:00:00-05:00,20024.11228,5510.771843,35.29
2021-04-03 08:15:00-05:00,19853.89772,5510.771843,35.29
2021-04-03 09:00:00-05:00,18256.2145,5542.598284,39.09
2021-04-03 09:15:00-05:00,19761.01057,5465.098834,41.16
2021-04-03 09:30:00-05:00,18541.74013,5488.629143,44.33
2021-04-03 09:45:00-05:00,18708.85467,5527.378868,47.21
2021-04-03 10:00:00-05:00,19331.89916,5534.287391,50.68
2021-04-03 10:15:00-05:00,18247.92967,6866.094735,48.74
2021-04-03 10:30:00-05:00,17846.34531,6895.368035,48.07
2021-04-03 10:45:00-05:00,18292.85959,6556.884465,48.07
2021-04-03 11:00:00-05:00,18859.62169,5472.022118,51.12
2021-04-03 11:15:00-05:00,18210.58002,5527.378868,50.25
2021-04-03 11:30:00-05:00,17946.92436,5495.537666,50.25
2021-04-03 11:45:00-05:00,17252.30001,5534.287391,53.35
2021-04-03 12:00:00-05:00,17571.57903,5519.067975,52.23
2021-04-03 12:15:00-05:00,17553.54871,5542.598284,51.12
2021-04-03 12:30:00-05:00,16782.07893,5472.022118,52.02
2021-04-03 12:45:00-05:00,16673.30898,5809.661164,52.02
2021-04-03 13:00:00-05:00,15471.26167,5503.848559,52.66
2021-04-03 13:45:00-05:00,16141.48366,6530.538405,52.66
2021-04-03 14:00:00-05:00,15697.61305,6622.749615,53.56
2021-04-03 14:15:00-05:00,15787.1793,6866.094735,59.54
2021-04-03 15:15:00-05:00,15517.45964,6895.368035,58.14
2021-04-03 15:30:00-05:00,15835.38268,6855.773785,50.68
2021-04-03 15:45:00-05:00,15594.51024,5495.537666,48.74
2021-04-03 16:00:00-05:00,14957.69034,6548.64693,48.74
2021-04-03 16:15:00-05:00,15758.78245,6556.884465,47.86
2021-04-03 17:00:00-05:00,15213.55782,6556.884465,48.52
2021-04-03 17:45:00-05:00,13698.71496,6576.64401,48.52
2021-04-03 18:00:00-05:00,13444.48899,6556.884465,49.6
2021-04-03 18:45:00-05:00,14390.67459,6866.094735,49.6
2021-04-03 19:00:00-05:00,13017.04932,6855.773785,48.96
2021-04-03 19:30:00-05:00,13922.92444,6548.64693,48.96
2021-04-03 19:45:00-05:00,14210.27884,6538.758375,47.86
2021-04-03 20:00:00-05:00,12983.6347,6556.884465,47.21
2021-04-03 20:15:00-05:00,13953.41291,6548.64693,48.07
2021-04-03 21:45:00-05:00,13083.05007,5503.848559,46.99
2021-04-03 22:00:00-05:00,14364.91089,6492.65277,46.33
2021-04-03 23:00:00-05:00,13512.86105,6538.758375,45.66
2021-04-03 23:15:00-05:00,14179.11337,5503.848559,45.66
2021-04-03 23:45:00-05:00,13926.08827,5527.378868,44.78
2021-04-04 00:00:00-05:00,14839.65984,6538.758375,44.1
2021-04-04 00:15:00-05:00,14697.15718,6538.758375,44.1
2021-04-04 00:30:00-05:00,15070.19092,5802.362379,43.43
2021-04-04 01:00:00-05:00,16121.63735,5441.568525,43.43
2021-04-04 01:15:00-05:00,15645.58822,5433.272393,42.53
2021-04-04 01:45:00-05:00,15241.64177,5510.771843,42.53
2021-04-04 02:00:00-05:00,16007.81592,5495.537666,41.85
2021-04-04 02:30:00-05:00,16056.30708,5472.022118,41.85
2021-04-04 03:30:00-05:00,16213.38649,5441.568525,41.16
2021-04-04 03:45:00-05:00,16508.51576,6530.538405,39.78
2021-04-04 05:00:00-05:00,17009.2211,5495.537666,39.09
2021-04-04 05:15:00-05:00,16309.15419,5503.848559,38.39
2021-04-04 05:30:00-05:00,16978.88025,6520.64985,37.69
2021-04-04 06:45:00-05:00,17916.02166,5510.771843,37.69
2021-04-04 07:00:00-05:00,16978.88025,5480.31825,38.39
2021-04-04 07:45:00-05:00,17855.2762,5510.771843,40.48
2021-04-04 08:00:00-05:00,16109.05674,5503.848559,41.16
2021-04-04 08:30:00-05:00,16979.61633,5230.882161,43.43
2021-04-04 08:45:00-05:00,16180.01316,5261.30608,44.55
2021-04-04 09:00:00-05:00,15743.51089,5441.568525,46.54
2021-04-04 09:15:00-05:00,15445.0315,5503.848559,50.9
2021-04-04 09:30:00-05:00,15375.26113,5495.537666,53.78
2021-04-04 09:45:00-05:00,14714.65206,5449.879418,56.73
2021-04-04 10:00:00-05:00,14175.09606,5566.128593,59.29
2021-04-04 10:15:00-05:00,13200.59804,6584.86398,60.22
2021-04-04 10:30:00-05:00,14170.17768,6943.57532,59.07
2021-04-04 11:00:00-05:00,13847.50355,6885.02872,62.85
2021-04-04 11:15:00-05:00,13444.48899,6622.749615,61.41
2021-04-04 11:45:00-05:00,13945.00794,6566.755455,63.79
2021-04-04 12:00:00-05:00,13299.47483,6903.98107,63.1
2021-04-04 12:45:00-05:00,14112.56638,6903.98107,62.6
2021-04-04 13:00:00-05:00,13071.3277,6885.02872,61.92
2021-04-04 13:45:00-05:00,15530.75277,6903.98107,61.92
2021-04-04 14:30:00-05:00,15641.23784,7965.245803,70.81
2021-04-04 14:45:00-05:00,14407.79617,7943.525891,71.53
2021-04-04 15:00:00-05:00,13110.58779,7630.2243,70.81
2021-04-04 15:15:00-05:00,13205.35494,6903.98107,72.97
2021-04-04 15:30:00-05:00,13381.73683,6885.02872,63.32
2021-04-04 15:45:00-05:00,13551.07539,7898.084717,61.2
2021-04-04 16:00:00-05:00,13000.34361,7888.225436,60.48
2021-04-04 16:15:00-05:00,12982.57316,7953.385172,60.48
2021-04-04 16:30:00-05:00,12876.77438,6914.30202,59.79
2021-04-04 17:00:00-05:00,14914.00887,7953.385172,59.79
2021-04-04 17:15:00-05:00,13217.5026,6903.98107,59.07
2021-04-04 17:45:00-05:00,7712.723847,7986.965715,59.07
2021-04-04 18:30:00-05:00,7291.366581,7943.525891,57.45
2021-04-04 18:45:00-05:00,8157.110372,7943.525891,57.45
2021-04-04 19:00:00-05:00,8035.411491,7898.084717,56.3
2021-04-04 19:15:00-05:00,7884.425498,7965.245803,56.3
2021-04-04 19:30:00-05:00,8177.946828,7965.245803,55.62
2021-04-04 20:00:00-05:00,7771.378133,7919.825696,54.93
2021-04-04 20:15:00-05:00,8525.582264,6933.236005,54.93
2021-04-04 20:30:00-05:00,9497.745523,6855.773785,54.03
2021-04-04 20:45:00-05:00,9470.201605,7864.525241,54.03
2021-04-04 21:00:00-05:00,9829.843339,7909.945348,53.35
2021-04-04 21:15:00-05:00,9646.588352,6876.43405,53.35
2021-04-04 21:30:00-05:00,10533.18406,7864.525241,52.66
2021-04-04 21:45:00-05:00,9758.371757,6903.98107,52.66
2021-04-04 22:00:00-05:00,10238.01817,6885.02872,52.02
2021-04-04 22:15:00-05:00,10435.4672,7919.825696,52.02
2021-04-04 22:30:00-05:00,11398.82277,6895.368035,51.37
2021-04-04 23:00:00-05:00,11739.34597,6903.98107,51.37
2021-04-04 23:15:00-05:00,11331.35844,7909.945348,50.68
2021-04-05 00:00:00-05:00,12626.07819,7888.225436,50.04
2021-04-05 01:00:00-05:00,12083.01769,7864.525241,50.04
2021-04-05 01:15:00-05:00,13010.64019,6836.821435,49.17
2021-04-05 02:00:00-05:00,12466.5843,6855.773785,49.17
2021-04-05 02:15:00-05:00,13287.36139,7909.945348,48.52
2021-04-05 03:45:00-05:00,13162.25919,6556.884465,48.52
2021-04-05 05:45:00-05:00,14963.13279,6566.755455,49.17
2021-04-05 06:00:00-05:00,14815.23021,5495.537666,48.52
2021-04-05 07:45:00-05:00,30594.87874,6556.884465,47.64
2021-04-05 08:45:00-05:00,14628.60553,6866.094735,47.64
2021-04-05 09:00:00-05:00,13969.73105,6594.752535,48.52
2021-04-05 09:15:00-05:00,13113.63412,6556.884465,49.17
2021-04-05 09:30:00-05:00,13790.19719,6556.884465,49.17
2021-04-05 09:45:00-05:00,14044.23641,6538.758375,50.25
2021-04-05 10:00:00-05:00,14335.06914,6885.02872,51.12
2021-04-05 10:45:00-05:00,13868.94674,6933.236005,53.35
2021-04-05 11:45:00-05:00,15165.35368,6885.02872,53.35
2021-04-05 12:00:00-05:00,25932.83443,6924.641335,52.45
2021-04-05 12:15:00-05:00,14348.19918,6885.02872,52.45
2021-04-05 12:30:00-05:00,14314.33081,7888.225436,53.13
2021-04-05 13:00:00-05:00,13651.9115,6914.30202,54.68
2021-04-05 13:15:00-05:00,12587.62055,6924.641335,56.3
2021-04-05 14:00:00-05:00,12490.56166,7965.245803,59.29
2021-04-05 15:00:00-05:00,13482.18052,6855.773785,57.2
2021-04-05 17:30:00-05:00,12246.90519,7943.525891,56.98
2021-04-05 17:45:00-05:00,12583.10003,7888.225436,56.3
2021-04-05 18:00:00-05:00,13053.78788,7909.945348,56.3
2021-04-05 19:30:00-05:00,13777.10883,6903.98107,54.93
2021-04-05 19:45:00-05:00,13683.72203,7898.084717,54.25
2021-04-05 21:00:00-05:00,12969.45407,6866.094735,52.92
2021-04-05 21:30:00-05:00,13666.95633,7965.245803,52.92
2021-04-05 21:45:00-05:00,12821.00566,7854.644893,52.23
2021-04-05 22:30:00-05:00,12977.31876,7597.919977,52.23
2021-04-05 22:45:00-05:00,12556.71159,7953.385172,51.58
2021-04-05 23:30:00-05:00,12906.78257,7919.825696,51.58
2021-04-06 00:45:00-05:00,13408.68868,6885.02872,50.9
2021-04-06 01:00:00-05:00,13021.74587,6807.5665,50.25
2021-04-06 02:30:00-05:00,13255.76213,6914.30202,49.6
2021-04-06 02:45:00-05:00,12596.00095,6855.773785,48.96
2021-04-06 03:15:00-05:00,13028.46039,6855.773785,48.96
2021-04-06 04:15:00-05:00,13501.44572,5503.848559,48.29
2021-04-06 04:30:00-05:00,12417.62576,6538.758375,47.64
2021-04-06 05:45:00-05:00,13785.62528,6556.884465,47.64
2021-04-06 06:00:00-05:00,15806.17533,6548.64693,46.99
2021-04-06 07:30:00-05:00,12849.82464,6924.641335,46.99
2021-04-06 07:45:00-05:00,11846.20239,6855.773785,47.64
2021-04-06 08:00:00-05:00,12412.93041,6885.02872,47.64
2021-04-06 08:15:00-05:00,12527.03121,6903.98107,48.52
2021-04-06 08:30:00-05:00,12848.56303,6885.02872,49.17
2021-04-06 09:00:00-05:00,12516.68104,6943.57532,51.12
2021-04-06 09:15:00-05:00,13441.9922,6855.773785,51.12
2021-04-06 09:30:00-05:00,13022.06708,6972.84862,52.45
